Date,Product_ID,Product_Category,Brand,Average_Damage_Rate,Refund_Rate,Avg_Time_Between_Stockouts,Avg_Quantity_Per_Order,Current_Inventory_Quantity,Maximum_Quantity_in_Stock,Current_Inventory_Levels,Storage_Time,Quantity_Released
11/9/2022,101,Electronics,BrandC,0.0145,0.045,35,7,165,1200,Low,22,22
11/10/2022,101,Electronics,BrandC,0.0145,0.045,35,7,143,1200,Low,23,14
11/11/2022,101,Electronics,BrandC,0.0145,0.045,35,7,129,1200,Low,24,26
11/12/2022,101,Electronics,BrandC,0.0145,0.045,35,7,103,1200,Low,25,19
11/13/2022,101,Electronics,BrandC,0.0145,0.045,35,7,703,1200,Medium,1,26
11/14/2022,101,Electronics,BrandC,0.0145,0.045,35,6,677,1200,Medium,2,21
11/15/2022,101,Electronics,BrandC,0.0145,0.045,35,6,656,1200,Medium,3,12
11/16/2022,101,Electronics,BrandC,0.0145,0.045,35,6,644,1200,Medium,4,20
11/17/2022,101,Electronics,BrandC,0.0145,0.045,35,6,624,1200,Medium,5,22
11/18/2022,101,Electronics,BrandC,0.0145,0.045,35,6,602,1200,Medium,6,18
11/19/2022,101,Electronics,BrandC,0.0145,0.045,35,6,584,1200,Medium,7,25
11/20/2022,101,Electronics,BrandC,0.0145,0.045,35,6,559,1200,Medium,8,18
11/21/2022,101,Electronics,BrandC,0.0145,0.045,35,6,541,1200,Medium,9,15
11/22/2022,101,Electronics,BrandC,0.0145,0.045,35,6,526,1200,Medium,10,11
11/23/2022,101,Electronics,BrandC,0.0145,0.045,35,6,515,1200,Medium,11,18
11/24/2022,101,Electronics,BrandC,0.0145,0.045,35,6,497,1200,Medium,12,16
11/25/2022,101,Electronics,BrandC,0.0145,0.045,35,6,481,1200,Medium,13,30
11/26/2022,101,Electronics,BrandC,0.0145,0.045,35,6,451,1200,Medium,14,10
11/27/2022,101,Electronics,BrandC,0.0145,0.045,35,6,441,1200,Medium,15,17
11/28/2022,101,Electronics,BrandC,0.0145,0.045,35,6,424,1200,Medium,16,16
11/29/2022,101,Electronics,BrandC,0.0145,0.045,35,6,408,1200,Medium,17,29
11/30/2022,101,Electronics,BrandC,0.0145,0.045,35,6,379,1200,Medium,18,12
12/1/2022,101,Electronics,BrandC,0.0145,0.045,35,6,367,1200,Medium,19,26
12/2/2022,101,Electronics,BrandC,0.0145,0.045,35,6,341,1200,Low,20,25
12/3/2022,101,Electronics,BrandC,0.0145,0.045,35,6,316,1200,Low,21,21
12/4/2022,101,Electronics,BrandC,0.0145,0.045,35,6,295,1200,Low,22,20
12/5/2022,101,Electronics,BrandC,0.0145,0.045,35,6,275,1200,Low,23,13
12/6/2022,101,Electronics,BrandC,0.0145,0.045,35,6,262,1200,Low,24,19
12/7/2022,101,Electronics,BrandC,0.0145,0.045,35,6,243,1200,Low,25,25
12/8/2022,101,Electronics,BrandC,0.0145,0.045,35,6,843,1200,High,1,19
12/9/2022,101,Electronics,BrandC,0.0145,0.045,35,6,824,1200,Medium,2,14
12/10/2022,101,Electronics,BrandC,0.0145,0.045,35,6,810,1200,Medium,3,27
12/11/2022,101,Electronics,BrandC,0.0145,0.045,35,6,783,1200,Medium,4,13
12/12/2022,101,Electronics,BrandC,0.0145,0.045,35,6,770,1200,Medium,5,30
12/13/2022,101,Electronics,BrandC,0.0145,0.045,35,6,740,1200,Medium,6,25
12/14/2022,101,Electronics,BrandC,0.0145,0.045,35,6,715,1200,Medium,7,13
12/15/2022,101,Electronics,BrandC,0.0145,0.045,35,6,702,1200,Medium,8,25
12/16/2022,101,Electronics,BrandC,0.0145,0.045,35,6,677,1200,Medium,9,25
12/17/2022,101,Electronics,BrandC,0.0145,0.045,35,6,652,1200,Medium,10,18
12/18/2022,101,Electronics,BrandC,0.0145,0.045,35,6,634,1200,Medium,11,11
12/19/2022,101,Electronics,BrandC,0.0145,0.045,35,6,623,1200,Medium,12,23
12/20/2022,101,Electronics,BrandC,0.0145,0.045,35,6,600,1200,Medium,13,12
12/21/2022,101,Electronics,BrandC,0.0145,0.045,35,6,588,1200,Medium,14,15
12/22/2022,101,Electronics,BrandC,0.0145,0.045,35,6,573,1200,Medium,15,19
12/23/2022,101,Electronics,BrandC,0.0145,0.045,35,6,554,1200,Medium,16,10
12/24/2022,101,Electronics,BrandC,0.0145,0.045,35,6,544,1200,Medium,17,10
12/25/2022,101,Electronics,BrandC,0.0145,0.045,35,6,534,1200,Medium,18,12
12/26/2022,101,Electronics,BrandC,0.0145,0.045,35,6,522,1200,Medium,19,20
12/27/2022,101,Electronics,BrandC,0.0145,0.045,35,6,502,1200,Medium,20,25
12/28/2022,101,Electronics,BrandC,0.0145,0.045,35,6,477,1200,Medium,21,27
12/29/2022,101,Electronics,BrandC,0.0145,0.045,35,6,450,1200,Medium,22,16
12/30/2022,101,Electronics,BrandC,0.0145,0.045,35,6,434,1200,Medium,23,15
12/31/2022,101,Electronics,BrandC,0.0145,0.045,35,6,419,1200,Medium,24,20
9/1/2022,102,Winter Clothing,BrandA,0.03,0.012,20,15,732,800,High,1,48
9/2/2022,103,Winter Clothing,BrandA,0.03,0.012,20,15,684,800,High,2,50
9/3/2022,104,Winter Clothing,BrandA,0.03,0.012,20,15,634,800,High,3,35
9/4/2022,105,Winter Clothing,BrandA,0.03,0.012,20,15,599,800,High,4,47
9/5/2022,106,Winter Clothing,BrandA,0.03,0.012,20,15,552,800,Medium,5,41
9/6/2022,107,Winter Clothing,BrandA,0.03,0.012,20,15,511,800,Medium,6,33
9/7/2022,108,Winter Clothing,BrandA,0.03,0.012,20,15,478,800,Medium,7,32
9/8/2022,109,Winter Clothing,BrandA,0.03,0.012,20,15,446,800,Medium,8,38
9/9/2022,110,Winter Clothing,BrandA,0.03,0.012,20,15,408,800,Medium,9,43
9/10/2022,111,Winter Clothing,BrandA,0.03,0.012,20,15,365,800,Medium,10,43
9/11/2022,112,Winter Clothing,BrandA,0.03,0.012,20,15,322,800,Medium,11,35
9/12/2022,113,Winter Clothing,BrandA,0.03,0.012,20,15,287,800,Medium,12,34
9/13/2022,114,Winter Clothing,BrandA,0.03,0.012,20,15,253,800,Medium,13,38
9/14/2022,115,Winter Clothing,BrandA,0.03,0.012,20,15,215,800,Low,14,39
9/15/2022,116,Winter Clothing,BrandA,0.03,0.012,20,15,176,800,Low,15,44
9/16/2022,117,Winter Clothing,BrandA,0.03,0.012,20,15,132,800,Low,16,48
9/17/2022,118,Winter Clothing,BrandA,0.03,0.012,20,15,732,800,High,1,39
9/18/2022,119,Winter Clothing,BrandA,0.03,0.012,20,15,693,800,High,2,33
9/19/2022,120,Winter Clothing,BrandA,0.03,0.012,20,15,660,800,High,3,48
9/20/2022,121,Winter Clothing,BrandA,0.03,0.012,20,15,612,800,High,4,41
9/21/2022,122,Winter Clothing,BrandA,0.03,0.012,20,15,571,800,High,5,36
9/22/2022,123,Winter Clothing,BrandA,0.03,0.012,20,15,535,800,Medium,6,34
9/23/2022,124,Winter Clothing,BrandA,0.03,0.012,20,15,501,800,Medium,7,38
9/24/2022,125,Winter Clothing,BrandA,0.03,0.012,20,15,463,800,Medium,8,42
9/25/2022,126,Winter Clothing,BrandA,0.03,0.012,20,15,421,800,Medium,9,49
9/26/2022,127,Winter Clothing,BrandA,0.03,0.012,20,15,372,800,Medium,10,42
9/27/2022,128,Winter Clothing,BrandA,0.03,0.012,20,15,330,800,Medium,11,32
9/28/2022,129,Winter Clothing,BrandA,0.03,0.012,20,15,298,800,Medium,12,48
9/29/2022,130,Winter Clothing,BrandA,0.03,0.012,20,15,250,800,Medium,13,45
9/30/2022,131,Winter Clothing,BrandA,0.03,0.012,20,15,205,800,Low,14,50
10/1/2022,132,Winter Clothing,BrandA,0.03,0.012,20,15,155,800,Low,15,52
10/2/2022,133,Winter Clothing,BrandA,0.03,0.012,20,15,855,1000,High,1,49
10/3/2022,134,Winter Clothing,BrandA,0.03,0.012,20,15,806,1000,High,2,44
10/4/2022,135,Winter Clothing,BrandA,0.03,0.012,20,15,762,1000,High,3,47
10/5/2022,136,Winter Clothing,BrandA,0.03,0.012,20,15,715,1000,High,4,55
10/6/2022,137,Winter Clothing,BrandA,0.03,0.012,20,15,660,1000,Medium,5,47
10/7/2022,138,Winter Clothing,BrandA,0.03,0.012,20,15,613,1000,Medium,6,47
10/8/2022,139,Winter Clothing,BrandA,0.03,0.012,20,15,566,1000,Medium,7,45
10/9/2022,140,Winter Clothing,BrandA,0.03,0.012,20,15,521,1000,Medium,8,55
10/10/2022,141,Winter Clothing,BrandA,0.03,0.012,20,15,466,1000,Medium,9,49
10/11/2022,142,Winter Clothing,BrandA,0.03,0.012,20,15,417,1000,Medium,10,53
10/12/2022,143,Winter Clothing,BrandA,0.03,0.012,20,15,364,1000,Medium,11,55
10/13/2022,144,Winter Clothing,BrandA,0.03,0.012,20,15,309,1000,Medium,12,47
10/14/2022,145,Winter Clothing,BrandA,0.03,0.012,20,15,262,1000,Low,13,40
10/15/2022,146,Winter Clothing,BrandA,0.03,0.012,20,15,222,1000,Low,14,55
10/16/2022,147,Winter Clothing,BrandA,0.03,0.012,20,15,167,1000,Low,15,41
10/17/2022,148,Winter Clothing,BrandA,0.03,0.012,20,15,867,1000,High,1,55
10/18/2022,149,Winter Clothing,BrandA,0.03,0.012,20,15,812,1000,High,2,49
10/19/2022,150,Winter Clothing,BrandA,0.03,0.012,20,15,763,1000,High,3,52
10/20/2022,151,Winter Clothing,BrandA,0.03,0.012,20,15,711,1000,High,4,43
10/21/2022,152,Winter Clothing,BrandA,0.03,0.012,20,15,668,1000,Medium,5,42
10/22/2022,153,Winter Clothing,BrandA,0.03,0.012,20,15,626,1000,Medium,6,44
10/23/2022,154,Winter Clothing,BrandA,0.03,0.012,20,15,582,1000,Medium,7,51
10/24/2022,155,Winter Clothing,BrandA,0.03,0.012,20,15,531,1000,Medium,8,49
10/25/2022,156,Winter Clothing,BrandA,0.03,0.012,20,15,482,1000,Medium,9,44
10/26/2022,157,Winter Clothing,BrandA,0.03,0.012,20,15,438,1000,Medium,10,55
10/27/2022,158,Winter Clothing,BrandA,0.03,0.012,20,15,383,1000,Medium,11,51
10/28/2022,159,Winter Clothing,BrandA,0.03,0.012,20,15,332,1000,Medium,12,51
10/29/2022,160,Winter Clothing,BrandA,0.03,0.012,20,15,281,1000,Low,13,53
10/30/2022,161,Winter Clothing,BrandA,0.03,0.012,20,15,228,1000,Low,14,47
10/31/2022,162,Winter Clothing,BrandA,0.03,0.012,20,15,181,1000,Low,15,45
11/1/2022,163,Winter Clothing,BrandA,0.03,0.012,18,18,881,1000,High,1,55
11/2/2022,164,Winter Clothing,BrandA,0.03,0.012,18,18,826,1000,High,2,51
11/3/2022,165,Winter Clothing,BrandA,0.03,0.012,18,18,775,1000,High,3,50
11/4/2022,166,Winter Clothing,BrandA,0.03,0.012,18,18,725,1000,High,4,43
11/5/2022,167,Winter Clothing,BrandA,0.03,0.012,18,18,682,1000,Medium,5,50
11/6/2022,168,Winter Clothing,BrandA,0.03,0.012,18,18,632,1000,Medium,6,43
11/7/2022,169,Winter Clothing,BrandA,0.03,0.012,18,18,589,1000,Medium,7,43
11/8/2022,170,Winter Clothing,BrandA,0.03,0.012,18,18,546,1000,Medium,8,41
11/9/2022,171,Winter Clothing,BrandA,0.03,0.012,18,18,505,1000,Medium,9,42
11/10/2022,172,Winter Clothing,BrandA,0.03,0.012,18,18,463,1000,Medium,10,54
11/11/2022,173,Winter Clothing,BrandA,0.03,0.012,18,18,409,1000,Medium,11,41
11/12/2022,174,Winter Clothing,BrandA,0.03,0.012,18,18,368,1000,Medium,12,44
11/13/2022,175,Winter Clothing,BrandA,0.03,0.012,18,18,324,1000,Medium,13,45
11/14/2022,176,Winter Clothing,BrandA,0.03,0.012,18,18,279,1000,Low,14,54
11/15/2022,177,Winter Clothing,BrandA,0.03,0.012,18,18,225,1000,Low,15,48
11/16/2022,178,Winter Clothing,BrandA,0.03,0.012,18,18,925,1000,High,1,44
11/17/2022,179,Winter Clothing,BrandA,0.03,0.012,18,18,881,1000,High,2,49
11/18/2022,180,Winter Clothing,BrandA,0.03,0.012,18,18,832,1000,High,3,48
11/19/2022,181,Winter Clothing,BrandA,0.03,0.012,18,18,784,1000,High,4,43
11/20/2022,182,Winter Clothing,BrandA,0.03,0.012,18,18,741,1000,High,5,41
11/21/2022,183,Winter Clothing,BrandA,0.03,0.012,18,18,700,1000,High,6,43
11/22/2022,184,Winter Clothing,BrandA,0.03,0.012,18,18,657,1000,Medium,7,40
11/23/2022,185,Winter Clothing,BrandA,0.03,0.012,18,18,617,1000,Medium,8,45
11/24/2022,186,Winter Clothing,BrandA,0.03,0.012,18,18,572,1000,Medium,9,45
11/25/2022,187,Winter Clothing,BrandA,0.03,0.012,18,18,527,1000,Medium,10,55
11/26/2022,188,Winter Clothing,BrandA,0.03,0.012,18,18,472,1000,Medium,11,44
11/27/2022,189,Winter Clothing,BrandA,0.03,0.012,18,18,428,1000,Medium,12,55
11/28/2022,190,Winter Clothing,BrandA,0.03,0.012,18,18,373,1000,Medium,13,42
11/29/2022,191,Winter Clothing,BrandA,0.03,0.012,18,18,331,1000,Medium,14,47
11/30/2022,192,Winter Clothing,BrandA,0.03,0.012,18,18,284,1000,Low,15,54
12/1/2022,193,Winter Clothing,BrandA,0.03,0.012,16,22,984,1000,High,1,46
12/2/2022,194,Winter Clothing,BrandA,0.03,0.012,16,22,938,1000,High,2,55
12/3/2022,195,Winter Clothing,BrandA,0.03,0.012,16,22,883,1000,High,3,48
12/4/2022,196,Winter Clothing,BrandA,0.03,0.012,16,22,835,1000,High,4,48
12/5/2022,197,Winter Clothing,BrandA,0.03,0.012,16,22,787,1000,High,5,50
12/6/2022,198,Winter Clothing,BrandA,0.03,0.012,16,22,737,1000,High,6,55
12/7/2022,199,Winter Clothing,BrandA,0.03,0.012,16,22,682,1000,Medium,7,54
12/8/2022,200,Winter Clothing,BrandA,0.03,0.012,16,22,628,1000,Medium,8,54
12/9/2022,201,Winter Clothing,BrandA,0.03,0.012,16,22,574,1000,Medium,9,55
12/10/2022,202,Winter Clothing,BrandA,0.03,0.012,16,22,519,1000,Medium,10,54
12/11/2022,203,Winter Clothing,BrandA,0.03,0.012,16,22,465,1000,Medium,11,54
12/12/2022,204,Winter Clothing,BrandA,0.03,0.012,16,22,411,1000,Medium,12,49
12/13/2022,205,Winter Clothing,BrandA,0.03,0.012,16,22,362,1000,Medium,13,45
12/14/2022,206,Winter Clothing,BrandA,0.03,0.012,16,22,317,1000,Medium,14,55
12/15/2022,207,Winter Clothing,BrandA,0.03,0.012,16,22,262,1000,Low,15,49
12/16/2022,208,Winter Clothing,BrandA,0.03,0.012,16,22,962,1000,High,1,50
12/17/2022,209,Winter Clothing,BrandA,0.03,0.012,16,22,912,1000,High,2,55
12/18/2022,210,Winter Clothing,BrandA,0.03,0.012,16,22,857,1000,High,3,49
12/19/2022,211,Winter Clothing,BrandA,0.03,0.012,16,22,808,1000,High,4,45
12/20/2022,212,Winter Clothing,BrandA,0.03,0.012,16,22,763,1000,High,5,50
12/21/2022,213,Winter Clothing,BrandA,0.03,0.012,16,22,713,1000,High,6,47
12/22/2022,214,Winter Clothing,BrandA,0.03,0.012,16,22,666,1000,Medium,7,48
12/23/2022,215,Winter Clothing,BrandA,0.03,0.012,16,22,618,1000,Medium,8,50
12/24/2022,216,Winter Clothing,BrandA,0.03,0.012,16,22,568,1000,Medium,9,54
12/25/2022,217,Winter Clothing,BrandA,0.03,0.012,16,22,514,1000,Medium,10,48
12/26/2022,218,Winter Clothing,BrandA,0.03,0.012,16,22,466,1000,Medium,11,50
12/27/2022,219,Winter Clothing,BrandA,0.03,0.012,16,22,416,1000,Medium,12,49
12/28/2022,220,Winter Clothing,BrandA,0.03,0.012,16,22,367,1000,Medium,13,45
12/29/2022,221,Winter Clothing,BrandA,0.03,0.012,16,22,322,1000,Medium,14,55
12/30/2022,222,Winter Clothing,BrandA,0.03,0.012,16,22,267,1000,Low,15,50
1/1/2022,145,Rain Gear,Brand_Z,0.045,0.021,30,10,380,400,High,15,20
1/2/2022,145,Rain Gear,Brand_Z,0.025,0.02,24,18,357,400,High,16,23
1/3/2022,145,Rain Gear,Brand_Z,0.022,0.012,19,9,344,400,High,17,13
1/4/2022,145,Rain Gear,Brand_Z,0.045,0.011,11,5,330,400,High,18,14
1/5/2022,145,Rain Gear,Brand_Z,0.043,0.023,16,12,318,400,High,19,12
1/6/2022,145,Rain Gear,Brand_Z,0.037,0.015,23,16,301,400,High,20,17
1/7/2022,145,Rain Gear,Brand_Z,0.03,0.012,13,9,284,400,High,21,17
1/8/2022,145,Rain Gear,Brand_Z,0.029,0.024,21,14,276,400,Medium,22,8
1/9/2022,145,Rain Gear,Brand_Z,0.014,0.015,27,6,257,400,Medium,23,19
1/10/2022,145,Rain Gear,Brand_Z,0.01,0.024,21,8,247,400,Medium,24,10
1/11/2022,145,Rain Gear,Brand_Z,0.043,0.019,16,13,223,400,Medium,25,24
1/12/2022,145,Rain Gear,Brand_Z,0.017,0.01,21,20,199,400,Medium,26,24
1/13/2022,145,Rain Gear,Brand_Z,0.032,0.019,14,17,194,400,Medium,27,5
1/14/2022,145,Rain Gear,Brand_Z,0.035,0.02,22,9,165,400,Medium,28,29
1/15/2022,145,Rain Gear,Brand_Z,0.047,0.013,22,11,152,400,Medium,29,13
1/16/2022,145,Rain Gear,Brand_Z,0.011,0.028,16,6,131,400,Medium,30,21
1/17/2022,145,Rain Gear,Brand_Z,0.037,0.019,21,7,112,400,Low,31,19
1/18/2022,145,Rain Gear,Brand_Z,0.024,0.012,8,11,83,400,Low,32,29
1/19/2022,145,Rain Gear,Brand_Z,0.019,0.028,7,10,364,400,High,1,19
1/20/2022,145,Rain Gear,Brand_Z,0.041,0.012,21,18,348,400,High,2,16
1/21/2022,145,Rain Gear,Brand_Z,0.018,0.028,23,15,318,400,High,3,30
1/22/2022,145,Rain Gear,Brand_Z,0.046,0.029,22,10,292,400,High,4,26
1/23/2022,145,Rain Gear,Brand_Z,0.049,0.017,20,15,266,400,Medium,5,26
1/24/2022,145,Rain Gear,Brand_Z,0.023,0.016,29,19,257,400,Medium,6,9
1/25/2022,145,Rain Gear,Brand_Z,0.031,0.016,30,7,243,400,Medium,7,14
1/26/2022,145,Rain Gear,Brand_Z,0.035,0.027,20,14,230,400,Medium,8,13
1/27/2022,145,Rain Gear,Brand_Z,0.026,0.019,30,14,222,400,Medium,9,8
1/28/2022,145,Rain Gear,Brand_Z,0.034,0.029,21,10,193,400,Medium,10,29
1/29/2022,145,Rain Gear,Brand_Z,0.044,0.024,22,19,183,400,Medium,11,10
1/30/2022,145,Rain Gear,Brand_Z,0.037,0.012,23,11,159,400,Medium,12,24
1/31/2022,145,Rain Gear,Brand_Z,0.047,0.027,20,16,137,400,Medium,13,22
2/1/2022,145,Rain Gear,Brand_Z,0.026,0.022,26,13,118,400,Low,14,19
2/2/2022,145,Rain Gear,Brand_Z,0.027,0.017,7,14,103,400,Low,15,15
2/3/2022,145,Rain Gear,Brand_Z,0.037,0.021,10,13,217,400,Medium,1,27
2/4/2022,145,Rain Gear,Brand_Z,0.048,0.017,28,5,212,400,Medium,2,5
2/5/2022,145,Rain Gear,Brand_Z,0.027,0.022,25,20,183,400,Medium,3,29
2/6/2022,145,Rain Gear,Brand_Z,0.035,0.017,25,6,170,400,Medium,4,13
2/7/2022,145,Rain Gear,Brand_Z,0.041,0.019,20,19,146,400,Medium,5,24
2/8/2022,145,Rain Gear,Brand_Z,0.026,0.017,10,5,132,400,Medium,6,14
2/9/2022,145,Rain Gear,Brand_Z,0.043,0.027,22,7,104,400,Low,7,28
2/10/2022,145,Rain Gear,Brand_Z,0.037,0.029,22,9,368,400,High,1,25
2/11/2022,145,Rain Gear,Brand_Z,0.048,0.015,9,7,342,400,High,2,26
2/12/2022,145,Rain Gear,Brand_Z,0.013,0.013,14,7,331,400,High,3,11
2/13/2022,145,Rain Gear,Brand_Z,0.034,0.027,17,14,309,400,High,4,22
2/14/2022,145,Rain Gear,Brand_Z,0.04,0.015,30,9,296,400,High,5,13
2/15/2022,145,Rain Gear,Brand_Z,0.049,0.011,13,9,267,400,Medium,6,29
2/16/2022,145,Rain Gear,Brand_Z,0.023,0.029,28,18,237,400,Medium,7,30
2/17/2022,145,Rain Gear,Brand_Z,0.021,0.021,22,5,210,400,Medium,8,27
2/18/2022,145,Rain Gear,Brand_Z,0.023,0.015,19,10,194,400,Medium,9,16
2/19/2022,145,Rain Gear,Brand_Z,0.037,0.029,17,9,187,400,Medium,10,7
2/20/2022,145,Rain Gear,Brand_Z,0.042,0.01,15,12,170,400,Medium,11,17
2/21/2022,145,Rain Gear,Brand_Z,0.032,0.026,22,13,153,400,Medium,12,17
2/22/2022,145,Rain Gear,Brand_Z,0.016,0.01,22,18,129,400,Medium,13,24
2/23/2022,145,Rain Gear,Brand_Z,0.024,0.016,8,6,124,400,Medium,14,5
2/24/2022,145,Rain Gear,Brand_Z,0.02,0.014,28,15,106,400,Low,15,18
2/25/2022,145,Rain Gear,Brand_Z,0.011,0.029,22,13,100,400,Low,16,6
2/26/2022,145,Rain Gear,Brand_Z,0.022,0.017,21,19,85,400,Low,17,15
2/27/2022,145,Rain Gear,Brand_Z,0.021,0.018,15,12,177,400,Medium,1,9
2/28/2022,145,Rain Gear,Brand_Z,0.011,0.02,27,6,154,400,Medium,2,23
3/1/2022,145,Rain Gear,Brand_Z,0.028,0.015,16,9,139,400,Medium,3,15
3/2/2022,145,Rain Gear,Brand_Z,0.034,0.021,25,5,131,400,Medium,4,8
3/3/2022,145,Rain Gear,Brand_Z,0.037,0.018,9,5,111,400,Low,5,20
3/4/2022,145,Rain Gear,Brand_Z,0.032,0.022,28,15,91,400,Low,6,20
3/5/2022,145,Rain Gear,Brand_Z,0.046,0.021,23,5,221,400,Medium,1,22
3/6/2022,145,Rain Gear,Brand_Z,0.017,0.026,29,15,194,400,Medium,2,27
3/7/2022,145,Rain Gear,Brand_Z,0.041,0.01,30,6,173,400,Medium,3,21
3/8/2022,145,Rain Gear,Brand_Z,0.049,0.024,20,12,164,400,Medium,4,9
3/9/2022,145,Rain Gear,Brand_Z,0.011,0.016,25,12,155,400,Medium,5,9
3/10/2022,145,Rain Gear,Brand_Z,0.05,0.027,22,20,150,400,Medium,6,5
3/11/2022,145,Rain Gear,Brand_Z,0.024,0.019,27,11,135,400,Medium,7,15
3/12/2022,145,Rain Gear,Brand_Z,0.016,0.029,23,14,122,400,Medium,8,13
3/13/2022,145,Rain Gear,Brand_Z,0.014,0.028,26,9,109,400,Low,9,13
3/14/2022,145,Rain Gear,Brand_Z,0.019,0.029,11,14,101,400,Low,10,8
3/15/2022,145,Rain Gear,Brand_Z,0.027,0.022,15,15,285,400,High,1,27
3/16/2022,145,Rain Gear,Brand_Z,0.043,0.028,19,15,276,400,Medium,2,9
3/17/2022,145,Rain Gear,Brand_Z,0.048,0.027,15,15,255,400,Medium,3,21
3/18/2022,145,Rain Gear,Brand_Z,0.03,0.023,15,19,234,400,Medium,4,21
3/19/2022,145,Rain Gear,Brand_Z,0.011,0.03,28,16,228,400,Medium,5,6
3/20/2022,145,Rain Gear,Brand_Z,0.015,0.026,10,9,199,400,Medium,6,29
3/21/2022,145,Rain Gear,Brand_Z,0.037,0.018,25,17,170,400,Medium,7,29
3/22/2022,145,Rain Gear,Brand_Z,0.035,0.029,23,10,146,400,Medium,8,24
3/23/2022,145,Rain Gear,Brand_Z,0.05,0.019,21,9,135,400,Medium,9,11
3/24/2022,145,Rain Gear,Brand_Z,0.048,0.029,20,19,108,400,Low,10,27
3/25/2022,145,Rain Gear,Brand_Z,0.029,0.022,26,18,87,400,Low,11,21
3/26/2022,145,Rain Gear,Brand_Z,0.017,0.023,26,5,345,400,High,1,16
3/27/2022,145,Rain Gear,Brand_Z,0.046,0.028,22,15,332,400,High,2,13
3/28/2022,145,Rain Gear,Brand_Z,0.013,0.01,15,13,316,400,High,3,16
3/29/2022,145,Rain Gear,Brand_Z,0.043,0.027,25,5,286,400,High,4,30
3/30/2022,145,Rain Gear,Brand_Z,0.036,0.02,20,17,278,400,Medium,5,8
3/31/2022,145,Rain Gear,Brand_Z,0.014,0.025,24,14,271,400,Medium,6,7
4/1/2022,145,Rain Gear,Brand_Z,0.013,0.025,25,9,265,400,Medium,7,6
4/2/2022,145,Rain Gear,Brand_Z,0.014,0.02,7,10,240,400,Medium,8,25
4/3/2022,145,Rain Gear,Brand_Z,0.032,0.026,29,19,210,400,Medium,9,30
4/4/2022,145,Rain Gear,Brand_Z,0.026,0.015,11,10,194,400,Medium,10,16
4/5/2022,145,Rain Gear,Brand_Z,0.044,0.021,22,15,180,400,Medium,11,14
4/6/2022,145,Rain Gear,Brand_Z,0.032,0.027,24,12,154,400,Medium,12,26
4/7/2022,145,Rain Gear,Brand_Z,0.014,0.013,9,8,133,400,Medium,13,21
4/8/2022,145,Rain Gear,Brand_Z,0.039,0.023,11,15,115,400,Low,14,18
4/9/2022,145,Rain Gear,Brand_Z,0.011,0.019,11,9,88,400,Low,15,27
4/10/2022,145,Rain Gear,Brand_Z,0.028,0.024,8,13,252,400,Medium,1,28
4/11/2022,145,Rain Gear,Brand_Z,0.028,0.027,20,19,226,400,Medium,2,26
4/12/2022,145,Rain Gear,Brand_Z,0.026,0.012,14,6,201,400,Medium,3,25
4/13/2022,145,Rain Gear,Brand_Z,0.029,0.018,17,10,177,400,Medium,4,24
4/14/2022,145,Rain Gear,Brand_Z,0.034,0.012,20,18,147,400,Medium,5,30
4/15/2022,145,Rain Gear,Brand_Z,0.022,0.019,11,18,126,400,Medium,6,21
4/16/2022,145,Rain Gear,Brand_Z,0.016,0.022,22,18,119,400,Low,7,7
4/17/2022,145,Rain Gear,Brand_Z,0.043,0.013,27,8,111,400,Low,8,8
4/18/2022,145,Rain Gear,Brand_Z,0.037,0.018,26,18,97,400,Low,9,14
4/19/2022,145,Rain Gear,Brand_Z,0.016,0.021,10,19,87,400,Low,10,10
4/20/2022,145,Rain Gear,Brand_Z,0.05,0.023,20,10,81,400,Low,11,6
4/21/2022,145,Rain Gear,Brand_Z,0.016,0.024,8,15,304,400,High,1,11
4/22/2022,145,Rain Gear,Brand_Z,0.02,0.028,16,8,282,400,High,2,22
4/23/2022,145,Rain Gear,Brand_Z,0.045,0.016,20,14,271,400,Medium,3,11
4/24/2022,145,Rain Gear,Brand_Z,0.04,0.012,9,16,257,400,Medium,4,14
4/25/2022,145,Rain Gear,Brand_Z,0.011,0.01,27,16,244,400,Medium,5,13
4/26/2022,145,Rain Gear,Brand_Z,0.016,0.014,18,16,219,400,Medium,6,25
4/27/2022,145,Rain Gear,Brand_Z,0.045,0.018,12,10,212,400,Medium,7,7
4/28/2022,145,Rain Gear,Brand_Z,0.026,0.016,27,17,207,400,Medium,8,5
4/29/2022,145,Rain Gear,Brand_Z,0.035,0.017,30,8,196,400,Medium,9,11
4/30/2022,145,Rain Gear,Brand_Z,0.035,0.021,18,5,185,400,Medium,10,11
5/1/2022,145,Rain Gear,Brand_Z,0.048,0.012,23,5,131,400,Medium,11,54
5/2/2022,145,Rain Gear,Brand_Z,0.042,0.012,29,13,252,400,Medium,1,92
5/3/2022,145,Rain Gear,Brand_Z,0.045,0.03,28,15,197,400,Medium,2,55
5/4/2022,145,Rain Gear,Brand_Z,0.028,0.022,9,10,133,400,Medium,3,64
5/5/2022,145,Rain Gear,Brand_Z,0.049,0.019,16,13,344,400,High,1,78
5/6/2022,145,Rain Gear,Brand_Z,0.019,0.026,13,11,270,400,Medium,2,74
5/7/2022,145,Rain Gear,Brand_Z,0.03,0.021,26,18,200,400,Medium,3,70
